jurisdiction,address,zip5,apn_fmt,con_sites,ex_gp_des,ex_zoning,min_dens,max_dens,acres,ex_use_vac,infra,public,site_stat,id_last2,li,mod,amod,capacity,opt1,opt2,abag_general_plan,abag_zoning,abag_allowable_density,abag_rhna_cycle,abag_rhna_years,sf_used_in_previous_he,abag_used_in_previous_he
San Francisco,2864 SAN BRUNO AVE,94134.0,6049-009,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-SAN BRUNO AVENUE,0.0,39.93795253806697,0.06890929146302827,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.010317019,0.010317019,0.020634038,,0.007497572,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,2876 SAN BRUNO AVE,94134.0,6049-011,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-SAN BRUNO AVENUE,0.0,35.09025777774594,0.05165416338351828,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.006522225,0.006522225,0.01304445,,0.007196708,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,539 GIRARD ST,94134.0,6049-023,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,14.49568143946009,0.06898606348217638,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0008780945,0.0008780945,0.001756189,,0.001756189,RH-2,,,RHNA4,2007-2014,0,1
San Francisco,4659-4661 MISSION ST,94112.0,6083-028,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970841890852,0.04734281978200574,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.040789624,0.040789624,0.081579248,,0.02373508,NC-3,,,RHNA4,2007-2014,0,1
San Francisco,4621-4625 MISSION ST,94112.0,6083-032,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,90.02364117947454,0.08578003033534891,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.092692402,0.092692402,0.185384804,,0.024006639,NC-3,,,RHNA4,2007-2014,0,1
San Francisco,4667-4671 MISSION ST,94112.0,6083-036,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,90.02363809241004,0.09461438721173576,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.1021265765,0.1021265765,0.204253153,,0.023980323,NC-3,,,RHNA4,2007-2014,0,1
San Francisco,4749 MISSION ST,94112.0,6084-023B,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970833338032,0.04738345738213715,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.040178156,0.040178156,0.080356312,,0.023359222,NC-3,,,RHNA4,2007-2014,0,1
San Francisco,4743 MISSION ST,94112.0,6084-024A,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59971153912257,0.04741128669338548,Office,Yes,,Available,Not Used in Prior Housing Element,0.0,0.037878531,0.037878531,0.075757062,,0.022009313,NC-3,,,RHNA4,2007-2014,0,1
San Francisco,309 WOOLSEY ST,94134.0,6119-023,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,12.44558678053371,0.08034976716116844,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.000866705,0.000866705,0.00173341,,0.00173341,RH-2,,,RHNA4,2007-2014,0,1
San Francisco,708 DARTMOUTH ST,94134.0,6130-002,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,70.4600735028177,0.03629825103070912,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002697225,0.002697225,0.00539445,,0.002109203,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,3244 SAN BRUNO AVE,94134.0,6157-006A,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,39.44577385721673,0.06664890536539088,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002747238,0.002747238,0.005494476,,0.002089935,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,67 BISHOP ST,94134.0,6168-013,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,85.05563702305093,0.04702803938153782,Vacant Lot Residential,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0131183515,0.0131183515,0.026236703,,0.006559176,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,3410 SAN BRUNO AVE,94134.0,6173-017,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,46.52619393216633,0.1262052902342936,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0061494025,0.0061494025,0.012298805,,0.002094536,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,23 SPARTA ST,94134.0,6176-011,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,31.42009737161587,0.09548028971769276,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0029075175,0.0029075175,0.005815035,,0.001938345,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,124 DELTA ST,94134.0,6190-007,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27105680746484,0.0573931476941156,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003102518,0.003102518,0.006205036,,0.002068345,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,132 DELTA ST,94134.0,6190-009,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27154249228847,0.05739261442151283,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0031025225,0.0031025225,0.006205045,,0.002068348,RC-4,,,RHNA4,2007-2014,0,1
San Francisco,134 DELTA ST,94134.0,6190-010,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27095377363871,0.05739324232561877,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003102517,0.003102517,0.006205034,,0.002068345,RC-4,,,RHNA4,2007-2014,0,1
San Francisco,140 DELTA ST,94134.0,6190-012,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27093763271413,0.05739326004827762,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003102517,0.003102517,0.006205034,,0.002068345,RC-4,,,RHNA4,2007-2014,0,1
San Francisco,79 ERVINE ST,94134.0,6190-034,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27156631365106,0.05739257901702728,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002901834,0.002901834,0.005803668,,0.001934556,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,44 TUCKER AVE,94134.0,6200-016,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27156823542631,0.057392567657639,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003102523,0.003102523,0.006205046,,0.002068349,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,191 TIOGA AVE,94134.0,6201-026,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,69.6950790886621,0.05739285672949768,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.012857047,0.012857047,0.025714094,,0.006428524,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,187 TIOGA AVE,94134.0,6201-028,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,69.69539890015835,0.05739260006656649,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0128570565,0.0128570565,0.025714113,,0.006428528,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,169 DELTA ST,94134.0,6202-046,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,73.11873434094814,0.0401753638174158,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0030986065,0.0030986065,0.006197213,,0.002109638,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,60 TEDDY AVE,94134.0,6204-076,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,71.25169168781647,0.03737211829758361,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0027593195,0.0027593195,0.005518639,,0.002072474,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,511 CAMPBELL AVE,94134.0,6209-047,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.0965433785275,0.05758540465398031,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002822063,0.002822063,0.005644126,,0.001881375,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,350 TEDDY AVE,94134.0,6210-015,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27900256102116,0.05738440615870885,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003102595,0.003102595,0.00620519,,0.002068397,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,378 TEDDY AVE,94134.0,6210-022,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27866765725702,0.05738479226622833,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0031025915,0.0031025915,0.006205183,,0.002068394,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,450 LELAND AVE,94134.0,6244-073,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.27142977199268,0.0573927389702756,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0028598285,0.0028598285,0.005719657,,0.001906552,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,100 LELAND AVE,94134.0,6247-002,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978116300872,0.057392379970295,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.035745718,0.035745718,0.071491436,,0.022877241,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,106 LELAND AVE,94134.0,6247-003,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978101335403,0.05739205502794501,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.034088522,0.034088522,0.068177044,,0.02181676,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,110-112 LELAND AVE,94134.0,6247-004,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978107253013,0.05739246865644435,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0338909985,0.0338909985,0.067781997,,0.021690188,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,26-28 LELAND AVE,94134.0,6248-008,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,37.02580694230269,0.05739217932852819,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.007793352,0.007793352,0.015586704,,0.007334948,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,46 LELAND AVE,94134.0,6248-013,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978340252941,0.05739246867361275,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0356289885,0.0356289885,0.071257977,,0.022802498,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,88 LELAND AVE,94134.0,6248-021,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978266836226,0.05739245138777899,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0117100025,0.0117100025,0.023420005,,0.007494386,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,45 LELAND AVE,94134.0,6249-012,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978146556304,0.05052306168617842,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0313530035,0.0313530035,0.062706007,,0.022794147,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,41 LELAND AVE,94134.0,6249-013,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978305763376,0.05179785150462709,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.032567449,0.032567449,0.065134898,,0.023094355,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,37 LELAND AVE,94134.0,6249-014,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978250465645,0.05179779329124251,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0327937545,0.0327937545,0.065587509,,0.02325486,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,141-179 LELAND AVE,94134.0,6250-019,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,54.44978250359026,0.05739382679678424,Hospitals,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0327272695,0.0327272695,0.065454539,,0.020944907,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,97 LELAND AVE,94134.0,6250-028,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,37.02621712761344,0.0573935341991525,Vacant Lot,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0047296105,0.0047296105,0.009459221,,0.004451261,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,151-153 LELAND AVE,94134.0,6251-001,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,0.0,27.52262857954733,0.07427446563689889,Apartment 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.00749429,0.00749429,0.01498858,,0.007332145,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,62 SCHWERIN ST,94134.0,6255-006,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,53.99501469477261,0.05556068494394608,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003119214,0.003119214,0.006238428,,0.002079476,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,4877-4879 MISSION ST,94112.0,6272-014A,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970984658212,0.0956416684774385,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.08084471,0.08084471,0.16168942,,0.023286251,NC-3,,,RHNA4,2007-2014,0,1
San Francisco,4801-4805 MISSION ST,94112.0,6272-030,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,90.02363469157135,0.09965850572717747,Flat & Store 5 to 14 units,Yes,,Available,Not Used in Prior Housing Element,0.0,0.036672918,0.036672918,0.073345836,,0.008175316,NC-3,,,RHNA4,2007-2014,0,1
San Francisco,130 REY ST,94134.0,6300-005,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,31.26278298793254,0.09596074671784666,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002906094,0.002906094,0.005812188,,0.001937396,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,134 REY ST,94134.0,6300-006,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,47.51962192015797,0.06313181542228118,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0030569625,0.0030569625,0.006113925,,0.002037975,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,901 SUNNYDALE AVE,94134.0,6309-018,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,43.7801720351455,0.06852415977631943,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.00302158,0.00302158,0.00604316,,0.002014387,NC-3,,,RHNA4,2007-2014,0,1
San Francisco,249 VELASCO AVE,94134.0,6317-016,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,68.03699477157978,0.05879154441534605,Industrial Mixed/Other Use,Yes,,Available,Not Used in Prior Housing Element,0.0,0.012807394,0.012807394,0.025614788,,0.006403697,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,241 VELASCO AVE,94134.0,6317-017,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,69.69561685871336,0.05739242281507961,Industrial Mixed/Other Use,Yes,,Available,Not Used in Prior Housing Element,0.0,0.012857063,0.012857063,0.025714126,,0.006428531,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,233 VELASCO AVE,94134.0,6317-018,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,69.69646977815034,0.0573917182360678,Industrial Mixed/Other Use,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0128570885,0.0128570885,0.025714177,,0.006428544,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,59 CASTILLO ST,94134.0,6320-008F,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,0.0,17.3590387867809,0.05760687629556489,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0008481145,0.0008481145,0.001696229,,0.001696229,RH-2,,,RHNA4,2007-2014,0,1
San Francisco,2239 GENEVA AVE,94134.0,6322-008I,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,0.0,54.44978238485134,0.05868100948909466,Vacant Lot Comm and Ind,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0371610155,0.0371610155,0.074322031,,0.023260757,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,2233 GENEVA AVE,94134.0,6322-008J,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,0.0,54.44978202453015,0.05868089065526379,Vacant Lot Comm and Ind,Yes,,Available,Not Used in Prior Housing Element,0.0,0.03716094,0.03716094,0.07432188,,0.023260757,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,2145 GENEVA AVE,94134.0,6323-008H,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,0.0,60.38850203098603,0.2805352306292805,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.076159183,0.076159183,0.152318366,,0.008991054,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,710 VIENNA ST,94112.0,6340-003,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.2717690040784,0.05739235647000833,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003102525,0.003102525,0.00620505,,0.00206835,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,714 VIENNA ST,94112.0,6340-004,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.2715230838221,0.0573926357314453,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0031025225,0.0031025225,0.006205045,,0.002068348,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,763 NAPLES ST,94112.0,6340-033,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,51.99006614600835,0.05770333108588152,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0030187815,0.0030187815,0.006037563,,0.002012521,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,641-643 LISBON ST,94112.0,6343-037,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,52.2036501616934,0.05746724588621534,2 Dwellings on 1 Parcel 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.00296223,0.00296223,0.00592446,,0.00197482,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,4929-4935 MISSION ST,94112.0,6346-007B,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970835071819,0.1145320942891213,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0963162065,0.0963162065,0.192632413,,0.023166866,NC-3,,,RHNA4,2007-2014,0,1
San Francisco,226 ARGONAUT AVE,94134.0,6357-001,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,13.14543885304607,0.304288080430115,Vacant Lot Residential w/ Restriction,Yes,,Available,Not Used in Prior Housing Element,0.0,0.011267453,0.011267453,0.022534906,,0.005633726,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,60 BURR AVE,94134.0,6360-001,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,2.419873486353449,1.652979052235279,Vacant Lot Residential w/ Restriction,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0109889025,0.0109889025,0.021977805,,0.005494451,RH-1,,,RHNA4,2007-2014,0,1
San Francisco,421 ARGONAUT AVE,94134.0,6360-023,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,0.0,98.00961529674447,0.03213994652605339,PUD (Planned Unit Development),Yes,,Available,Not Used in Prior Housing Element,0.0,0.0103226075,0.0103226075,0.020645215,,0.006553987,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,1131 GENEVA AVE,94112.0,6406-011,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,37.02584121466487,0.05739229079944438,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002219794,0.002219794,0.004439588,,0.00208922,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,945-949 GENEVA AVE,94112.0,6410-006,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59971476936431,0.05430518780798694,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.013962267,0.013962267,0.027924534,,0.007082877,RH-2,,,RHNA4,2007-2014,0,1
San Francisco,1040 GENEVA AVE,94112.0,6412-028,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,37.12029079204323,0.05770506000841867,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002078782,0.002078782,0.004157564,,0.001940947,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,1056 GENEVA AVE,94112.0,6412-031,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,37.1172414960858,0.05769496556600311,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002237035,0.002237035,0.00447407,,0.002089244,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,1078-1082 GENEVA AVE,94112.0,6412-035,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,0.0,19.77631847318697,0.05768099627984442,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0010786205,0.0010786205,0.002157241,,0.001891126,RM-1,,,RHNA4,2007-2014,0,1
San Francisco,1172 GENEVA AVE,94112.0,6413-033,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970825367408,0.08641798846288516,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0725501295,0.0725501295,0.145100259,,0.023127525,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,311 ROLPH ST,94112.0,6414-017,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.5997110998422,0.08035175196753819,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0681641675,0.0681641675,0.136328335,,0.023369848,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,1222-1226 GENEVA AVE,94112.0,6414-024,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970924244092,0.05790139623741599,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0469549295,0.0469549295,0.093909859,,0.022340211,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,2-14 CORDOVA ST,94112.0,6446-001,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970898247835,0.06652141132147453,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.054785701,0.054785701,0.109571402,,0.022688244,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,1101-1103 NAPLES ST,94112.0,6446-033A,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970761287704,0.04069209872775579,Flat & Store 4 units or less,Yes,,Available,Not Used in Prior Housing Element,0.0,0.01123545,0.01123545,0.0224709,,0.007606336,NC-1,,,RHNA4,2007-2014,0,1
San Francisco,230 WINDING WAY,94112.0,6450-007,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,40.18253357822545,0.0746592917576828,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002987926,0.002987926,0.005975852,,0.001991951,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,101 DRAKE ST,94112.0,6450-014,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,27.9789480615944,0.1072234736415263,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002876535,0.002876535,0.00575307,,0.00191769,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,981 PRAGUE ST,94112.0,6450-015,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,40.04592722447271,0.07491397267317401,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0029866555,0.0029866555,0.005973311,,0.001991104,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,967 PRAGUE ST,94112.0,6450-016,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,46.42726472775742,0.06461720322296725,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.003046584,0.003046584,0.006093168,,0.002031056,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,955 PRAGUE ST,94112.0,6450-018,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,41.17969068932224,0.07285144569524148,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.002997216,0.002997216,0.005994432,,0.001998144,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,1016 PRAGUE ST,94112.0,6460-003,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,43.54430080005852,0.06889535357968059,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0029739615,0.0029739615,0.005947923,,0.001982641,NC Named,,,RHNA4,2007-2014,0,1
San Francisco,299 CURTIS ST,94112.0,6460-012,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),0.0,36.61828727473998,0.08192626432694167,Dwelling,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0028983835,0.0028983835,0.005796767,,0.001932256,RC-4,,,RHNA4,2007-2014,0,1
San Francisco,5317-5319 MISSION ST,94112.0,6461-013,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970877264867,0.09559598998900631,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.084415741,0.084415741,0.168831482,,0.024326458,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,5315 MISSION ST,94112.0,6461-014,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970828797773,0.0419602407664948,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0337812935,0.0337812935,0.067562587,,0.022178564,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,5401 MISSION ST,94112.0,6468-020,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970752454053,0.04033518267234685,Apartmnt & Commercial Store,Yes,,Available,Not Used in Prior Housing Element,0.0,0.0110928735,0.0110928735,0.022185747,,0.007576265,NC-2,,,RHNA4,2007-2014,0,1
San Francisco,5601 MISSION ST,94112.0,6470-003,,NEIGHBORHOOD COMMERCIAL DISTRICT,NCD-EXCELSIOR,0.0,72.59970932467651,0.04147621800425759,Commercial Stores,Yes,,Available,Not Used in Prior Housing Element,0.0,0.036528239,0.036528239,0.073056478,,0.024261894,NC-2,,,RHNA4,2007-2014,0,1
